surah_number,ayah_start,ayah_end,aljalalyn_tafseer,english_quran_passage,footnote
16,56,62,"And they, that is, the idolaters, assign, to what they do not know, that they cause harm and can¬ 
not benefit [them] — namely, the idols — a portion of that which We have provided them with, of crops 
and cattle, saying that ‘this is for God and this is for our partners’. By God, you will indeed be questioned 
(a questioning of rebuke; there is a shift herein from the third [to the second] person) about what you 
used to fabricate, against God, such as [claiming] that He commanded you to [do] this. And they assign to God daughters, by claiming that the angels are the daughters of God — Be 
He glorified! — a declaration that He is [exalted] above that which they claim — while they will have 
what they desire, namely, sons (the Status of this sentence is either independent [nominative], or that 
of an [accusative] objecft of [the verb] yafaluna, ‘they assign’). The meaning is that to Him they assign 
daughters, to whom they are averse, when [in any case] He is [exalted] beyond having offspring, while 
to themselves they assign sons, of their own choosing, so that the beSt is theirs exclusively — like where 
God says, Now, ask them: are daughters to be for your Lord, while sons are to be for them? [Q. 37:149]. And when one of them is given the tidings of a girl, that will be born to him, his face becomes 
darkened, transformed like that of one [suddenly] struck by grief, and he chokes inwardly, filled with 
anguish: so how is it that daughters are attributed to Him, exalted be He? He hides, disappearing , from people, that is, [from] his people, out of distress at the tidings given 
to him, fearing mockery, unsure what to do with it [the newborn]: shall he retain it — refrain from kill¬ 
ing it — in humiliation, [enduring] shame and disgrace, or trample into the duSt, by burying it alive. 
Verily wretched is what they judge, [evil is] this judgement of theirs, in which they ascribe to their Crea¬ 
tor [that His are the] daughters, who have such a [lowly] status in their eyes. For those who do not believe in the Hereafter, namely, [for] the disbelievers, there is an evil 
description, in other words, [theirs is] the most evil attribute, meaning, the most vile, which is their 
burying alive of [newborn] girls, decile the fad that they are needed for the purposes of marriage; and 
the loftiest description belongs to God, [His is] the attribute mod sublime, namely, that there is no god 
except Him. And He is the Mighty, in His kingdom, the Wise, in His creation. And if God were to take mankind to task for their wrongdoing, [wrongdoing] through ads of 
disobedience. He woidd not leave upon it, that is, [upon] the earth, any living being, any single [living] 
thing moving upon it; but He gives them respite until an appointed term; and when their term comes 
they will not defer, from it, by a single hour nor advance, it. Still, they assign to God what they dislike, for themselves — such as daughters, partners in 
power, and the mistreatment of messengers. 6 And their tongues, despite this, relate, tell, the lie, which 
is, that theirs will be the beSt reward, with God, namely, Paradise, as He [God] dates [in their words 
elsewhere]: And in case I am returned to my Lord, I will indeed have the beSt reward with Him [Q. 41:50]. 
But God, exalted be He, says: Without any doubt — verily — theirs shall be the Fire and they shall be 
abandoned therein, or [it, mufratun, means that] they shall be foremod in [entering] it (a variant read¬ 
ing [for mufratun] has mufritun, meaning that ‘they transgress the bounds’). 7","They assign a portion of what We have provided for them to those [idols] who know nothing. By Allah, you will surely be called to account for what you used to fabricate. . To Allah they ascribe daughters[33] – glory be to Him – but for themselves they choose what they desire [i.e., sons]. . When one of them is given the good news of a female baby, his face darkens while suppressing his anguish. . He hides away from people because of the bad news he was given. Should he keep her in disgrace, or bury her in the dust? How terrible is their judgment! . Those who do not believe in the Hereafter have evil attributes[34], and Allah has the highest attributes[35], for He is the All-Mighty, the All-Wise. . If Allah were to take people to task for their wrongdoing, He would not leave a single living being on earth, but He gives them respite for an appointed time. When their time comes, they cannot delay it for a moment nor can they bring it forward. . They attribute to Allah[36] what they dislike for themselves, and their tongues make false claim that they will have the best [reward][37]. Without a doubt for them there will be the Fire, and they will be neglected.","[33] The pagans falsely claimed that the angels were Allah’s daughters. . [34] As described in the previous two verses such as the need for children, ignorance, and disbelief.
 [35] Attributes of grandeur, perfection, and knowledge, and is free from all imperfections and need. . [36] That the angels are Allah’s daughters. [37] Both in this life and in the Hereafter."
16,63,64,"By God, We verily sent to communities before you, messengers. But Satan adorned for them 
their deeds, [their] evil [deeds], so that they considered them to be good [deeds] and therefore they 
denied the messengers. So he is their patron, the guardian of their affairs, today, that is, [now] in this 
world, and for them there will be a painful chastisement, in the Hereafter. It is also said that by al-yawm, 
‘today’, is meant the Day of Resurrection, narrating the events as though they are taking place [now]. In 

6 In other words, they dislike daughters and so assign them to God; they would hate to share leadership, yet ascribe a partner to 
God and they midreat His messengers, when they themselves would not approve of their own emissaries being treated in such a 
way. 

7 In which case, the sense is no longer a future one, but an assertion of the fad that they deserve the Fire: ‘Theirs shall be the Fire, 
for they transgress the bounds’. 


241 


Tafsir al-Jalalayn 

other words, they have no guardian other than him [in other words, Satan], and as he is incapable of 
helping himself, how could he possibly help them? And We have not revealed to you, O Muhammad (s), the Book, the Qur’an, except [for the pur¬ 
pose] that you may make clear to them, to mankind, that wherein they differ, in the matter of religion, 
and as a guidance ( wa-hudan is a supplement to wa-li-tubayyina, and that you may make clear’) and as 
a mercy for a people who believe, in it.","By Allah, We sent [messengers] to nations before you, but Satan made their deeds[38] appealing to them. He is their ally today, and for them there will be a painful punishment. . We have only sent down to you the Book so that you may make clear to them what they differed about[39] and as a guidance and mercy for people who believe.","[38] Such as disbelief, polytheism, rejecting the Messenger, and evil deeds. . [39] i.e., worshiping Allah alone, resurrection, and the rules of law."
16,65,69,"And God sends down water from the heaven and therewith revives the earth, with plants, after 
its death, [after] its drying up. Surely in that, which is mentioned, there is a sign, indicating the [truth 
of the] Resurrection, for a people who listen, listening and then reflecting. And truly for you there is in the cattle a lesson, an example to learn from. We give you to drink 
— [this introduces] the explanation of the ‘lesson’ — of that which is in their bellies, the cattle’s [bellies], 
from (min indicates a new subject and is semantically connected to nusqikum, ‘We give you to drink’) 
between the refuse, the intestinal waSte, and the blood, pure milk, uncontaminated by either the refuse 
or the blood, neither in its taSte, odour or colour, even though it [the milk] is [situated] between the two, 
palatable to drinkers, easily passing down their throats, not causing any choking. And of the fruits of date-palms and vines, [comes forth] a fruit, from which you draw an intoxi¬ 
cant, a wine that intoxicates — it [the wine] is referred to by the verbal noun [sakaran, ‘intoxicant’], and 
this [verse] came before it was prohibited — and goodly provision, such as dates, raisins, vinegar, and 
molasses. Surely in that, which is mentioned, there is a sign, indicating His power, exalted be He, for a 
people who understand, [a people who] reflect. And your Lord revealed to the bee, a revealing [effected] through inspiration, [saying] (an, ‘that’, 
is either explicative or relates to the verbal noun): ‘Choose among the hills habitations, to which you 
can resort, and among the trees, [also] habitations, and among the trellises which they raise, that is, the 
places which humans build for you — for otherwise it [the bee] would not resort to these [places]. 8 Then eat from every [kind of] fruit, and follow, enter, the ways of your Lord, [follow] His paths 
in seeking pastures, [ways] made easily accessible’ (dhululan is the plural of dhalul, and is a circumstan¬ 
tial qualifier referring to al-subul, ‘the ways’, in other words, [those paths] disposed for you, such that they 
pose no difficulty for you, even if it should be rough [terrain], and [such that] you would not lose your 
way when returning therefrom, even if it be far away; it [ dhululan] is also said to be [a circumstantial 
qualifier] referring to the person of [the pronominal suffix oijfa’sluki, ‘you follow’, meaning [in this case] 
[follow those paths] in compliance with what is required of you). There comes forth from their bellies a 
drink, namely, honey, of diverse hues, wherein is a cure for mankind, from [all] ailments; it is also said 
[that it means that it is a cure only] for some [ailments], as indicated by the indefinite [noun] shifaun, 
‘a cure’; or [that it is a cure] for all [ailments] when supplemented with some other [remedy]; or without 
these [other remedies] but with the resolve ( niyya ) [to get better]. The Prophet (s) used to prescribe it for 
anyone suffering from stomach pains, as reported by the two Shaykhs [Bukhari and Muslim]. Surely in 
that there is a sign for a people who reflect, upon God’s handiwork, exalted be He.","Allah sends down rain from the sky and revives thereby the earth after its death. Indeed, there is a sign in this for people who listen[40]. . And there is surely a lesson for you in livestock. We give you drink from what is in their bellies – produced between excretion and blood – pure and pleasant milk for those who drink[41]. . And from the fruits of palm trees and grapevines, you make intoxicants[42] and good provision[43]. Indeed, there is a sign in this for people of understanding. . Your Lord inspired the bees, “Make homes in the mountains, the trees, and in the trellises that people put up, . Then feed on every kind of fruit and follow the ways that your Lord made easy for you.” There comes out from their bellies a drink[44] of various colors, in which there is healing for people. Indeed, there is a sign in this for people who reflect.","[40] i.e., those who listen and reflect on such evidence of Allah’s ability over the resurrection. . [41] This pure, palatable and enjoyable milk, comes from between the smelly excretion and colored blood. . [42] This is a Makkan surah that was revealed prior to the prohibition of intoxicants. [43] It alludes that there are both evil and good aspects to certain things. . [44] i.e., honey."
16,70,72,"And God has created you, when you were nothing, then He takes you [in death], when your 
terms [of life] are concluded; and there are some among you who are relegated to the moil abjeCl Stage 
of life, that is, the most diminished, because of old-age and senility, so that he knows nothing after 
[havingpossessed] some knowledge. Tkrima said, ‘Whoever recites the Qur’an will not come to such a 
predicament’. God is Knowing, of how to manage [the affairs of] His creation, Powerfid, in [doing] what 
He will. And God has favoured some of you above others in [reSped of] provision, thus, some of you 
are poor, some are rich, some owners, others are owned. Now those who have been [more] favoured, 
namely, the masters, would not hand over their provision to those [slaves] whom their right hands pos- 


That is, had God not injured it to do so. 


242 


Sura al-Nahl 


sess, that is, they would not assign that wealth and other things which We have given them as something 
to be shared [equally] between them and their slaves, so that they, that is, the slaves and [their] masters, 
become equal, partners, in reaped thereof. The meaning is: they do not have partners from among their 
slaves in reSped: of their wealth, so how can they make certain of God’s servants partners of His? Is it 
then the grace of God that they deny?, [that] they reject!, when they ascribe partners to Him? And God made for you mates from your own selves, thus He created Eve from Adam’s rib and 
[created] all mankind from the seminal fluids of men and women, and made for you, from your mates, 
children and grandchildren, and He provided you with the good things, of [all] kinds of fruits, seeds 
and animals. Is it then in falsehood, [in] the idol, that they believe and in the grace of God that they 
disbelieve?, when they associate others [with God]?","Allah has created you, then He causes you to die. Among you are some who are left to reach the most decrepit age[45], so that they may know nothing after having known much. Indeed, Allah is All-Knowing, Most Capable. . Allah has favored some of you over others in provision. Those who are favored will not share their provision with their slaves, so that they may become equal to them[46]. Do they then deny the favors of Allah? . Allah has made for you spouses of your own kind[47], and has given you through your spouses children and grandchildren, and has given you provision from good things. Do they still believe in falsehood and deny the favors of Allah?","[45] i.e., old age when both the physical and mental powers of a human diminish. . [46] If they would not accept to equally share their provision with their slaves, how would then they set up associates with Allah in worship? . [47] i.e., humans in general, or the original creation of Eve out of Adam."
16,73,76,"And they worship besides God, that is, other than Him, what has no power to give them any 
[sort of] provision from the heavens, such as water, and the earth, such as plants ( shay’an, anything]’, 
is a substitute for rizqan, ‘provision’) nor do they have the capacity, [nor] are they able to do anything 

— and these are the idols. So do not Strike any similitude for God, [do not] ascribe to God likenesses and then associate 
them with Him [in power]. Tridy God knows, that there is nothing like Him, and you do not know, 
this. God Strikes a similitude ( mathalan, this is substituted by [the following, ‘abdan mamlukan ]) a 
slave who is a chattel (mamlukan, an adjedive to distinguish him [this type of slave] from a free man, 
who is the servant of God [alone]) having no power over anything, since he has no maStery, and one on 
whom (man, is an indefinite [noun], adjedivally qualified, in other words, a free man) We have bestowed 
a fair provision from Us, such that he Spends thereof secretly and openly, that is, disposing of it as he 
wishes: the firSt similitude is for the idols, while the second is His, exalted be He. Are they equal?, the 
powerless slaves and the dispensing free men? No. Praise belongs to God, alone. But moSt of them, that 
is, the people of Mecca, do not know, the chastisement they will come to, and so they associate others 
with God. And God Strikes a similitude (mathalan, this is substituted by [the following, rajulayn]) two 
men, one of whom is dumb [from birth], having no power over anything, as he cannot understand nor 
be understood, and who is a liability, burdensome, to his master: — the [legal] guardian of his affairs 

— wherever he directs him, he does not bring, therefrom, any good, he does [not] succeed, and this is 
the similitude of the disbeliever. Is he, that is, the dumb one mentioned, equal to one who enjoins jus¬ 
tice, that is, to one who is able to Speak, of benefit to people, since he enjoins it [justice] and encourages 
[others to] it, and follows a path, a way, that is Straight? — this being the second [man], the believer 

— No [he is not equal to him]. It is also said that this [laSt similitude] is a similitude of God, while the 
[similitude of the] dumb one is of the idols, so that the preceding [verse] contains the similitude of the 
disbeliever and the believer.","They worship besides Allah those who have nothing to provide for them from the heavens and earth[48], nor are they capable of doing so. . So do not make comparisons to Allah[49]. Indeed, Allah knows and you do not know[50]. . Allah makes a comparison of a bonded slave who has no power over anything and a [free] person whom We granted good provision from Us, and he spends from it secretly and openly. Are they equal? All praise be to Allah. But most of them do not know[51]. . And Allah makes a comparison of two men, one of them is dumb and unable to do anything, and he is a burden to his master; wherever he directs him, he brings no good[52]. Is he equal to the one who enjoins justice and follows a straight path?","[48] i.e., rain from the sky or plants from the earth. . [49] As there is none comparable to Him. [50] Due to not realizing Allah’s Greatness and out of their ignorance, they draw comparisons between Him and their idols. . [51] No sane person would equate the two, then how do they equate the Creator of the Possessor of the whole universe and the inanimate idols in worship?! . [52] This is the description of their idols who are mute, deaf, mindless, and not able to do anything."
16,77,79,"And to God belongs the Unseen of the heavens and the earth, in other words, the knowledge 
of what is hidden in them. And the matter of the Hour is but as the twinkling of an eye, or it is [even] 
nearer, since it takes place as a result of the words, ‘Be’ and it is (kun fa-yakun). Truly God has power 
over all things. And God brought you forth from the bellies of your mothers while you did not know anything 
(the statement [la talamuna shay’an, ‘while you did not know anything’] is a circumstantial qualifier), 
and He gave you hearing and sight and hearts that perhaps you might give thanks, to Him for this [gift] 
and become believers. Have they not observed the birds [how they are] made subservient, disposed to [be able to] fly, 
in the air of heaven?, that is, in the air between the heaven and the earth. Nothing holds them, when they 
draw in their wings or open them, leSt they fall, except God, by His power. Indeed in that there are signs 
for a people who believe, [the signs] which are that they have been created in a way that enables them to 


243 


Tafsir al-Jalalayn 

fly, as well as the creation of the air in such a way that it allows for flight, and the holding of them [up in 
the air so that they do not fall].","To Allah belongs the unseen [aspects] of the heavens and earth; and the coming of the Hour is no more than the blink of an eye or even quicker, for Allah is Most Capable of all things. . Allah brought you out from your mothers’ wombs not knowing anything, and He gave you hearing, sight and intellect, so that you may be grateful[53]. . Do they not see the birds enabled to fly in the open air? None holds them up except Allah. Indeed, there are signs in this for people who believe.","[53] Men should use these faculties of hearing, sight, and intellect to ponder over their creation and know their Lord, be grateful to Him, and worship Him alone."
16,80,83,"And it is God Who has made for you your homes as a place of reft, a place that you can inhabit, 
and He has made for you out of the skins of the cattle homes, such as tents and pavilions, which you 
find light, to carry, on the day of your migration, your travel, and on the day of your halting; and of 
their wool, that is, the sheep’s, and their fur, that is, the camels’, and their hair, that is, the goats’, [He has 
made for you] furniture, chattels such as rugs and blankets, and wares, for you to use, for a while, until 
they perish. And it is God Who has made for you, from what He created, of houses, trees and clouds, shade 
(zildl is the plural of zill) to protect you from the heat of the sun; and He has made for you, in the 
mountains, places of refuge (akndn is the plural of kinn, which is [a places] where one can seek shelter 
[iStakanna], such as a cave or atunnel); andHehas made for you garments, shirts, that protest you from 
the heat, that is, and [also] from the cold, and garments that protest you from your [mutual] violence, 
[your] warring, in other words, [to protecft you] from stabbed or struck during these [instances], [gar¬ 
ments] such as coats of mail and armour plates. So, in the same way that He has created these things, He 
perfects His favour — in this world — to you, by creating that of which you have need, so that you, O 
people of Mecca, might submit, [that you might] affirm His Oneness. But if they turn away, [if] they rejed Islam, your duty, O Muhammad (s), is only to convey [ the 
Message]plainly — this was [revealed] before the command to fight [the disbelievers]. They recognise God’s grace, that is, they affirm that it comes from Him, and then deny it, by as¬ 
sociating others [with Him], and mo it of them are ungrateful.","Allah has made your houses a place of rest for you, and He has given you tents made from the hides of livestock which you find light to handle when you travel and when you camp. And out of their wool, fur and hair [He has given you] furnishings and enjoyment for a while. . Allah has made for you shade out of what He has created and has made for you shelter in the mountains. He has also made for you garments protecting you from heat [and cold], and garments [of armor] protecting you in battle. This is how He perfects His favors upon you, so that you may submit to Him. . But if they turn away, your duty is only to convey the message clearly. . They know Allah’s favors, yet they deny them, and most of them are ungrateful.",
16,84,89,"And, mention, the day We shall raise up from every community a witness, and this will be it 
[that community’s] prophet, to bear witness for it and against it, and this [day] is the Day of Resurrec¬ 
tion; then the disbelievers will not be given permission, to make excuses, nor will they be asked to 
make amends, that is, [nor will they be asked] to [repent and] return to that which pleases God. And when those who did wrong, [those who] disbelieved, behold the chastisement, the Fire, it 
shall not be lightened for them, the chastisement, nor will they be granted any respite, [any] deferment 
from it when they see it. And when the idolaters behold their associates, of devils and others, they will say, ‘Our Lord, 
these are our associates whom we used to invoke, [whom we used] to worship, besides You’. But they 
will fling to them the saying, that is, they will say to them: ‘You are indeed liars!’, when you say that 
you used to worship us — as is Stated [by them] in another verse: ‘It was not us that they worshipped’ [Q. 
28:63]; [and also in the verse] They will deny their worship of them [Q. 19:82]. And they will offer submission to God on that day, that is, they will have surrendered to His 
judgement, and that which they used to invent, in the way of [claiming that] their gods intercede for 
them, will fail, forsake, them. Those who disbelieve and bar, people, from the way of God, [from] His religion, them, We shall 
add chastisement to [their] chastisement, that [chastisement] which they have merited for their disbe¬ 
lief — Ibn Mas'ud said, ‘[Their chaStisment will consist of] scorpions whose fangs are [as long] as the 
talleSt palm trees’ — because of the corruption they used to cause, by their barring people from belief. And, mention, the day We shall raise up from every community a witness againSt them from 
among themselves, and this will be their [that community’s] prophet, and We shall bring you, O 
Muhammad (s), as a witness againSt these, namely, your people. And We have revealed to you the Book, 
the Qur’an, as a clarification of all things, that people [might] need concerning the Law, and as a guid¬ 
ance, from error, and a mercy and good tidings, of Paradise, to those who submit, [those who] affirm 
the Oneness [of God]. 


244 


Sura al-Nahl","On the Day when We raise up a witness[54] from every community, no excuse will be accepted from the disbelievers, nor will they be allowed to make amends. . When the wrongdoers face the punishment, it will not be lightened for them, nor will they be given any respite. . When those who associated partners with Allah see their [so-called] partners, they will say, “Our Lord, these are our partners whom we used to worship besides You.” But they will counter them with the statement, “You are indeed liars.” . On that Day they will offer submission to Allah[55], and all what they used to fabricate will vanish from them. . Those who disbelieve and prevent others from the way of Allah, We will add punishment to their punishment for the corruption they used to spread. . On the Day when We raise up against every community a witness from among themselves, We will bring you [O Prophet] as a witness against these [people]. We have sent down to you the Book as an explanation of everything, and as a guidance, mercy, and glad tidings for the Muslims.","[54] i.e., their Messenger to bear witness as to how his nation answered his call. . [55] They then realize that they deserve the punishment."
16,90,93,"Indeed God enjoins justice — [that is] affirmation of [His] Oneness, or [actually] being fair, and 
virtue, performance of the [religious] obligations, or that you should worship God as if you were able to 
see Him, as [reported] in the hadith; and giving to kinsfolk — He has singled it [kinship] out for mention 
by way of [highlighting] its importance — and He forbids lewdness, fornication, and abomination, with 
regard to the [Stipulations of the] Law, [abomination] such as disbelief and aCts of disobedience, and ag¬ 
gression, wrongdoing againSt people — He also singles this out for mention by way of [showing] its impor¬ 
tance; juSt as He began with [the mention of] ‘lewdness’, in this way, He admonishes you, through com¬ 
mands and prohibitions, so that you might remember, [that you might] be admonished ( tadhakkaruna, 
‘you [might] remember’, the original ta [of tatadhakkaruna] has been assimilated with the dhal). In the 
MuStadrak [of al-Hakim al-Naysaburl] it is reported from Ibn Mas'ud that [he said]: ‘This [verse] is the 
moSt comprehensive verse in the Qur’an in terms of [what is] good and [what is] evil’. And fulfil God’s covenant, [effected] byway of pledges of allegiance and oaths and in other ways, 
when you made a covenant, and do not break [your] oaths after pledging them and having made God 
surety over you, that you will fulfill [the covenant], for you have sworn [the oath] by Him (the sentence 
wa-qad jaaltumu’Lldha ‘alaykum kafilan, ‘and having made God surety over you’, is a circumstantial 
qualifier). Truly God knows what you do — [this is] a threat for them. And do not be like her who undoes. Spoils, her yarn, that which she has S]iun, after having made 
it Strong, [having] set and S]iun it, [breaking it up] into fibres ( ankdthan is a circumstantial qualifier, 
[ankdth is] the plural of nikth, and means that which is undone [yunkathu]) — this was an imbecile Mec¬ 
can woman who used to S]iin all day and then undo it — by making ( tattakhidhuna is a circumstantial 
qualifier referring to the person of [the verb] takunu, ‘[do not] be like’), in other words, [what is meant 
is] ‘do not be like her by making’, your oaths a [means of] deceit, ( dakhal, is what enters [yadkhulu] into 
something but does not belong to it), in other words, as [a means of causing] mischief or as trickery, 
between you, by breaking these [oaths], so that one group may become more numerous than [another] 
group. They used to enter into an alliance with a given group, but if they encountered another more 
numerous and more powerful [group], they would renege on their alliance with the former and forge 
a [new] alliance with these [latter]. God only tries, teSts, you thereby, in other words, by that which He 
enjoins, in the way of fulfilling the covenant, so that He may observe the obedient and the disobedi¬ 
ent among you, or when [it is the case that] one group is more numerous [than another], that He may 
observe whether you fulfil [your obligation to them] or not; and certainly He will make clear to you 
on the Day of Resurrection that wherein you used to differ, during [the life of] this world, with regard 
to covenants and otherwise, by punishing he who reneged and rewarding he who was faithful [to his 
covenant]. For if God had willed, He could have made you one community, people of a single religion, but 
He leads aStray whom He will and guides whom He will, and you will surely be questioned, on the Day of 
Resurrection, a questioning of rebuke, about what you used to do, so that you might be requited for it.","Allah enjoins justice, kindness, and giving relatives[56] [their dues], and He forbids shameful acts, evil deeds and oppression. He exhorts you, so that you may take heed. . Fulfill the covenant of Allah when you pledge, and do not break oaths after confirming them, having made Allah your witness, for Allah knows all what you do. . Do not be like the woman who unravels her yarn after spinning it firmly, by taking your oaths as a means of deceit between yourselves so that one party might gain an advantage over the other[57]. Allah only puts you to the test thereby[58], and on the Day of Resurrection, He will surely make clear to you all that over which you used to differ. . If Allah had willed, He would have made all of you a single community [of believers], but He causes to stray whom He wills and guides whom He wills[59], and you will surely be questioned about what you used to do.","[56] Degree of kinship: Parents, then offspring, then brothers and sisters, then paternal uncles and aunts, then maternal uncles and aunts, and then other relatives. . [57] i.e., Do not swear falsely or break a treaty merely for worldly gain.
 [58] As to who will honor their binding pledge and who will break it for another alluring pact with a stronger party. . [59] According to His infinite knowledge of each soul’s preference."
16,94,97,"And do not make your oaths a [means of] deceit between you — He repeats this [here] for 
emphasis — leSl afoot should slip, that is, [leSt] your feet [should slip] off the path of Islam, after being 
Steady, having been set upon it, and [leSl] you should taSte evil, that is, ch a St i s e m ent, forasmuch as you 
barred [people] from the way of God, in other words, for your refraining to fulfil covenants or barring 
others from [doing] this, since your custom [once established] will be followed [by others], and there be 
a tremendous chastisement for you, in the Hereafter. And do not sell God’s covenant for a small price, of this world, so that you break it in return for 
this [small price]. For truly what is with God, of reward, is better for you, than all that is in this world — 
if you should know, this, then do not break it. That which is with you, of [the things of] this world, will come to an end, will perish, but that 
which is with God remains, [it is] everlasting. And He shall surely pay (read la-yajziyanna or la-najziy- 
anna, ‘We shall surely pay’) those who were patient, in fulfilling their covenants, their reward according 


245 


Tafsir al-Jalalayn 

to the be it of what they used to do, ‘the be,'ft’ [here] means ‘the good’. 9 Whoever ads righteously, whether male or female, and is a believer, him verily We shall revive 
with a goodly life. This is said to be life in Paradise; or it is life on earth, [when it is] one of contentedness 
or one of wholesome ( haldl ) provision. And We shall surely pay them their reward according to the bed 
of what they used to do.","Do not take your oaths as a means of deceit between yourselves, lest some feet will slip after they have been firm[60], and you will taste the evil consequences of preventing people from the way of Allah, and for you there will be a great punishment. . Do not trade the covenant of Allah for a small price. Indeed, what is with Allah is best for you, if only you knew. . Whatever you have will come to an end, but whatever Allah has will last forever. And We will surely grant those who remain steadfast their reward according to the best of their deeds. . Whoever does righteous deeds, male or female, while being a believer, We will surely grant him a good life[61], and We will surely reward them according to the best of their deeds[62].","[60] i.e., after their feet became firm in Islam. . [61] By the sweetness of faith, comfort in the heart, and satisfaction with the provision given by Allah.
 [62] In the Hereafter."
16,98,102,"And when you recite the Qur’an, that is, when you intend to recite it, seek refuge in God from 
Satan the outcad, in other words, say a’udhu bi’Lllahi min al-shaytan al-rajim, ‘I seek refuge in God from 
the accursed Satan. Indeed he has no power, [no] sway, over those who believe and put their trud in their Lord. His [Satan’s] power is only over those who choose him as [their] patron, by obeying him, and 
those who ascribe partners to Him, that is, to God. And when We exchange a verse in place of a [ different] verse, by abrogating it and revealing an¬ 
other, for the welfare of [God’s] servants — and God knows bed what He reveals — they say, that is, the 
disbelievers [say] to the Prophet (s): ‘You arejud a fabricator’, a liar, making it up yourself. Nay, mod of 
them do not know, the true nature of the Qur’an and the benefit [to God’s servants] of abrogation. Say, to them: ‘The Holy Spirit, Gabriel, has revealed it from your Lord with truth ( bi’l-haqq, 
this is semantically connecfted to nazzala, ‘he [Gabriel] has revealed [it]’) to confirm [the faith of] those 
who believe, by their believing in it [when it is revealed], and as guidance and good tidings for those 
who have submitted [to God]’.","When you recite the Qur’an, seek refuge with Allah from the accursed Satan. . Indeed, he has no power over those who believe[63] and put their trust in their Lord. . He only has power over those who take him as their patron[64], and who - under his influence - associate partners with Allah. . When We replace one verse with another[65] – and Allah knows best what He sends down – they say, “You are just making it up.” In fact, most of them have no knowledge. . Say, “This has been brought down by the Holy Spirit[66] from your Lord with the truth, to strengthen those who believe, and as guidance and glad tidings to the Muslims.”","[63] Satan has no authority over them except whisperings. . [64] Who follow him and obey his commands. . [65] By abrogating (naskh) of a ruling altogether with a new one or maintaining its wording in the Qur’an. . [66] i.e., the Gabriel (Jibrīl), who is purified from any treachery and defect."
16,103,109,"And verily (wa-laqad is for confirmation) We know that they say, ‘It is only a human that is 
teaching him, the Qur’an — this was a Christian blacksmith whom the Prophet (s) used to frequent. 
God, exalted be He, says: The tongue, the language, of him to whom they refer, to whom they incline, 
[with the accusation] that he is [the one] teaching him, is foreign’; while this, Qur’an, is [in] a clear 
Arabic tongue, one of lucidity and clarity: so how can a foreigner be teaching him? 10 Indeed those who do not believe in God’s signs — God shall not guide them and there is a 
painfid chadisement for them. Only those invent falsehood who do not believe in God’s signs, the Qur’an, by saying that 
these are the words of a human, and it is they who are the liars (the emphasis is [effected] by way of 
repetition; 11 wa-inna, ‘and indeed’, and other [combinations of inna] are [used] in refutation of their say¬ 
ing, ‘You are jud a fabricator’ [above, Q. i6:ioi]) 12 . Whoever disbelieves in God after [having affirmed] his faith — except for him who is com¬ 
pelled, to pronounce [a statement of] unbelief and so pronounces it, while his heart is at red in faith 
(man, ‘whoever’, is [either] a subject or a conditional, and so the predicate [of this subjeeft], or the re- 
^Jionse [to this conditional], is [an implied] lahum waidun shadid, ‘there is for them a severe threat [of 
chastisement]’; this is indicated by [the Statement that follows]) — but he who opens up his bread to 
unbelief, that is, [he who] opens it up and expands it [with unbelief], meaning that his soul is content 
with it, upon such shall be wrath from God, and there is a great chadisement for them. That, threat [of chastisement] for them, is because they have preferred the life of this world, they 
have chosen it [in preference], to the Hereafter, and because God does not guide the disbelieving folk. 

9 Judging by his comment, Suyuti does take the superlative here, ahsan, literally, preferring to understand it simply as ‘good’, and 
thus as mere hyperbole. The translation of the verse, however, has been given in the literal sense. 

10 The expression ajaml specifically means non-Arab, or non-Arabic. 

11 The emphasis is of the fad that they are the liars, while the repetition is that of the third person plural: ulaika, ‘those’, and the 
tree standing pronoun hum , ‘they’. 

12 In this verse the Arabic contains an example of one such combination, innama. 


246 


Sura al-Nahl 


[ 16:108] They are the ones on whose hearts God has set a seal, and on their hearing and their sight [as 
well], and it is they who are heedless, of what [punishment] is being prepared for them.  Without a doubt — verily — in the Hereafter they are the ones who will be the losers, because 
their journeys end shall be the Fire, in which they shall be perpetually.","We surely know that they say, “It is only a human being who teaches him[67].” But the language they refer to is foreign, whereas this is eloquent Arabic language. . Those who do not believe in the verses of Allah, Allah will not guide them, and for them there will be a painful punishment. . No one fabricates lies except those who do not believe in the verses of Allah; it is they who are the liars. . Whoever disbelieves in Allah after having believed – except one who is compelled while his heart is firm in faith – but those who embrace disbelief willingly, upon them will be the wrath of Allah, and for them there will be a great punishment. . That is because they prefer the life of this world to the Hereafter, and Allah does not guide the disbelieving people. . These are the ones whose hearts, hearing and sight are sealed up by Allah[68]; it is they who are the heedless. . No doubt that it is they who will be the greatest losers in the Hereafter.",[67] The pagans of Makkah falsely claimed that a non-Arab teaches Prophet Muhammad (ﷺ). . [68] Because they did not use their faculties of perception to seek guidance.
