hadith_id,hadith,source_hadith_id,source_name,Hadith_number,Chapter_English,English_Hadith,Chapter_Arabic,Arabic_Hadith
662.0,عَنِ الْمُغِيرَةِ - رضي الله عنه - قَالَ: سَمِعْتُ النَّبِيَّ - صلى الله عليه وسلم - يَقُولُ: «إِنَّ كَذِبًا عَلَيَّ لَيْسَ كَكَذِبٍ عَلَى أَحَدٍ، مَنْ كَذَبَ عَلَيَّ مُتَعَمِّدًا فَلْيَتَبَوَّأْ مَقْعَدَهُ مِنَ النَّارِ». وَسَمِعْتُ النَّبِيَّ - صلى الله عليه وسلم - يَقُولُ: «مَنْ نِيحَ عَلَيْهِ يُعَذَّبُ بِمَا نِيحَ عَلَيْهِ».,1291,بخاري,1291,Funerals (Al-Janaa'iz),"Narrated Al-Mughira: I heard the Prophet (ﷺ) saying, ""Ascribing false things to me is not like ascribing false things to anyoneelse. Whosoever tells a lie against me intentionally then surely let him occupy his seat in Hell-Fire."" Iheard the Prophet (ﷺ) saying, ""The deceased who is wailed over is tortured for that wailing.""",كتاب الجنائز,"حَدَّثَنَا أَبُو نُعَيْمٍ، حَدَّثَنَا سَعِيدُ بْنُ عُبَيْدٍ، عَنْ عَلِيِّ بْنِ رَبِيعَةَ، عَنِ الْمُغِيرَةِ ـ رضى الله عنه ـ قَالَ سَمِعْتُ النَّبِيَّ صلى الله عليه وسلم يَقُولُ ‏""‏ إِنَّ كَذِبًا عَلَىَّ لَيْسَ كَكَذِبٍ عَلَى أَحَدٍ، مَنْ كَذَبَ عَلَىَّ مُتَعَمِّدًا فَلْيَتَبَوَّأْ مَقْعَدَهُ مِنَ النَّارِ ‏""‏‏.‏ سَمِعْتُ النَّبِيَّ صلى الله عليه وسلم يَقُولُ ‏""‏ مَنْ نِيحَ عَلَيْهِ يُعَذَّبُ بِمَا نِيحَ عَلَيْهِ ‏""‏‏.‏"
663.0,عَنْ عَبْدِ اللَّهِ - رضي الله عنه - قَالَ: قَالَ النَّبِيُّ - صلى الله عليه وسلم -: «لَيْسَ مِنَّا مَنْ لَطَمَ الْخُدُودَ وَشَقَّ الْجُيُوبَ وَدَعَا بِدَعْوَى الْجَاهِلِيَّةِ».,1294,بخاري,1294,Funerals (Al-Janaa'iz),"Narrated `Abdullah: the Prophet (ﷺ) said, ""He who slaps his cheeks, tears his clothes and follows the ways and traditions of theDays of Ignorance is not one of us.""",كتاب الجنائز,حَدَّثَنَا أَبُو نُعَيْمٍ، حَدَّثَنَا سُفْيَانُ، حَدَّثَنَا زُبَيْدٌ الْيَامِيُّ، عَنْ إِبْرَاهِيمَ، عَنْ مَسْرُوقٍ، عَنْ عَبْدِ اللَّهِ ـ رضى الله عنه ـ قَالَ قَالَ النَّبِيُّ صلى الله عليه وسلم ‏ ‏ لَيْسَ مِنَّا مَنْ لَطَمَ الْخُدُودَ، وَشَقَّ الْجُيُوبَ، وَدَعَا بِدَعْوَى الْجَاهِلِيَّةِ ‏‏‏.‏
664.0,عَنْ سَعْدِ بْنِ أَبِي وَقَّاصٍ - رضي الله عنه - قَالَ: كَانَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - يَعُودُنِي عَامَ حَجَّةِ الْوَدَاعِ مِنْ وَجَعٍ  اشْتَدَّ بِي، فَقُلْتُ: إِنِّي قَدْ بَلَغَ بِي مِنَ الْوَجَعِ مَا تَرى، وَأَنَا ذُو مَالٍ وَلا يَرِثنِي إِلَّا ابْنَةٌ، أَفَأَتَصَدَّقُ بِثلُثيْ مَالِي؟ قَالَ: «لا». فَقُلْتُ: بِالشَّطْرِ، فَقَالَ: «لا». ثمَّ قَالَ: «الثلُثُ وَالثلُثُ كَبِيرٌ -أَوْ كَثيرٌ- إِنَّكَ أَنْ تَذَرَ وَرَثتَكَ أَغْنِيَاءَ خَيْرٌ مِنْ أَنْ تَذَرَهُمْ عَالَةً يَتَكَفَّفُونَ النَّاسَ، وَإِنَّكَ لَنْ تُنْفِقَ نَفَقَةً تَبْتَغِي بِهَا وَجْهَ اللَّهِ إِلَّا أُجِرْتَ بِهَا حَتَّى مَا تَجْعَلُ فِي فِي امْرَأَتِكَ» فَقُلْتُ: يَا رَسُولَ اللَّهِ، أُخَلَّفُ بَعْدَ أَصْحَابِي؟ قَالَ: «إِنَّكَ لَنْ تُخَلَّفَ فَتَعْمَلَ عَمَلًا صَالِحًا إِلَّا ازْدَدْتَ بِهِ دَرَجَةً وَرِفْعَةً، ثمَّ لَعَلَّكَ أَنْ تُخَلَّفَ حَتَّى يَنْتَفِعَ بِكَ أَقْوَامٌ وَيُضَرَّ بِكَ آخَرُونَ، اللَّهُمَّ أَمْضِ لأَصْحَابِي هِجْرَتَهُمْ وَلا تَرُدَّهُمْ عَلَى أَعْقَابِهِمْ، لَكِنِ الْبَائِسُ سَعْدُ بْنُ خَوْلَةَ». يَرْثِي لَهُ رَسُولُ اللَّهِ - صلى الله عليه وسلم - أَنْ مَاتَ بِمَكَّةَ.,1295,بخاري,1295,Funerals (Al-Janaa'iz),"Narrated 'Amir bin Sa`d bin Abi Waqqas: That his father said, ""In the year of the last Hajj of the Prophet (ﷺ) I became seriously ill and the Prophet (ﷺ)used to visit me inquiring about my health. I told him, 'I am reduced to this state because of illness andI am wealthy and have no inheritors except a daughter, (In this narration the name of 'Amir bin Sa`d ismentioned and in fact it is a mistake; the narrator is `Aisha bint Sa`d bin Abi Waqqas). Should I givetwo-thirds of my property in charity?' He said, 'No.' I asked, 'Half?' He said, 'No.' then he added, 'Onethird,and even one-third is much. You'd better leave your inheritors wealthy rather than leaving thempoor, begging others. You will get a reward for whatever you spend for Allah's sake, even for whatyou put in your wife's mouth.' I said, 'O Allah's Messenger (ﷺ)! Will I be left alone after my companionshave gone?' He said, 'If you are left behind, whatever good deeds you will do will upgrade you andraise you high. And perhaps you will have a long life so that some people will be benefited by youwhile others will be harmed by you. O Allah! Complete the emigration of my companions and do notturn them renegades.' But Allah's Messenger (ﷺ) felt sorry for poor Sa`d bin Khaula as he died in Mecca.""(but Sa`d bin Abi Waqqas lived long after the Prophet (p.b.u.h).)",كتاب الجنائز,"حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ، أَخْبَرَنَا مَالِكٌ، عَنِ ابْنِ شِهَابٍ، عَنْ عَامِرِ بْنِ سَعْدِ بْنِ أَبِي وَقَّاصٍ، عَنْ أَبِيهِ ـ رضى الله عنه ـ قَالَ كَانَ رَسُولُ اللَّهِ صلى الله عليه وسلم يَعُودُنِي عَامَ حَجَّةِ الْوَدَاعِ مِنْ وَجَعٍ اشْتَدَّ بِي فَقُلْتُ إِنِّي قَدْ بَلَغَ بِي مِنَ الْوَجَعِ وَأَنَا ذُو مَالٍ، وَلاَ يَرِثُنِي إِلاَّ ابْنَةٌ، أَفَأَتَصَدَّقُ بِثُلُثَىْ مَالِي قَالَ ‏""‏ لاَ ‏""‏‏.‏ فَقُلْتُ بِالشَّطْرِ فَقَالَ ‏""‏ لاَ ‏""‏ ثُمَّ قَالَ ‏""‏ الثُّلُثُ وَالثُّلْثُ كَبِيرٌ ـ أَوْ كَثِيرٌ ـ إِنَّكَ أَنْ تَذَرَ وَرَثَتَكَ أَغْنِيَاءَ خَيْرٌ مِنْ أَنْ تَذَرَهُمْ عَالَةً يَتَكَفَّفُونَ النَّاسَ، وَإِنَّكَ لَنْ تُنْفِقَ نَفَقَةً تَبْتَغِي بِهَا وَجْهَ اللَّهِ إِلاَّ أُجِرْتَ بِهَا، حَتَّى مَا تَجْعَلُ فِي فِي امْرَأَتِكَ ‏""‏‏.‏ فَقُلْتُ يَا رَسُولَ اللَّهِ، أُخَلَّفُ بَعْدَ أَصْحَابِي قَالَ ‏""‏ إِنَّكَ لَنْ تُخَلَّفَ فَتَعْمَلَ عَمَلاً صَالِحًا إِلاَّ ازْدَدْتَ بِهِ دَرَجَةً وَرِفْعَةً، ثُمَّ لَعَلَّكَ أَنْ تُخَلَّفَ حَتَّى يَنْتَفِعَ بِكَ أَقْوَامٌ وَيُضَرَّ بِكَ آخَرُونَ، اللَّهُمَّ أَمْضِ لأَصْحَابِي هِجْرَتَهُمْ، وَلاَ تَرُدَّهُمْ عَلَى أَعْقَابِهِمْ، لَكِنِ الْبَائِسُ سَعْدُ ابْنُ خَوْلَةَ، يَرْثِي لَهُ رَسُولُ اللَّهِ صلى الله عليه وسلم أَنْ مَاتَ بِمَكَّةَ ‏""‏‏.‏"
665.0,عَنْ أَبِيْ مُوسَى - رضي الله عنه -: أَنَّهُ وَجِعَ وَجَعًا شَدِيدًا فَغُشِيَ عَلَيْهِ وَرَأْسُهُ فِي حَجْرِ امْرَأَةٍ مِنْ أَهْلِهِ، فبكت فَلَمْ يَسْتَطِعْ أَنْ يَرُدَّ عَلَيْهَا شَيْئًا، فَلَمَّا أَفَاقَ قَالَ: أَنَا بَرِيءٌ مِمَّنْ بَرِئَ مِنْهُ رَسُولُ اللَّهِ - صلى الله عليه وسلم -، إِنَّ رَسُولَ اللَّهِ - صلى الله عليه وسلم - بَرِئَ مِنَ الصَّالِقَةِ وَالْحَالِقَةِ وَالشَّاقَّةِ.,1296,بخاري,1296,Funerals (Al-Janaa'iz),"Narrated Abu Burda bin Abi Musa: Abu Musa got seriously ill, fainted and could not reply to his wife while he was lying with his head in her lap. When he came to his senses, he said, ""I am innocent of those, of whom Allah's Messenger (ﷺ) was innocent. Allah's Messenger (ﷺ) is innocent of a woman who cries aloud (or slaps her face) who shaves her head and who tear off her clothes (on the falling of a calamity)",كتاب الجنائز,وَقَالَ الْحَكَمُ بْنُ مُوسَى حَدَّثَنَا يَحْيَى بْنُ حَمْزَةَ، عَنْ عَبْدِ الرَّحْمَنِ بْنِ جَابِرٍ، أَنَّ الْقَاسِمَ بْنَ مُخَيْمِرَةَ، حَدَّثَهُ قَالَ حَدَّثَنِي أَبُو بُرْدَةَ بْنُ أَبِي مُوسَى ـ رضى الله عنه ـ قَالَ وَجِعَ أَبُو مُوسَى وَجَعًا فَغُشِيَ عَلَيْهِ، وَرَأْسُهُ فِي حَجْرِ امْرَأَةٍ مِنْ أَهْلِهِ، فَلَمْ يَسْتَطِعْ أَنْ يَرُدَّ عَلَيْهَا شَيْئًا، فَلَمَّا أَفَاقَ قَالَ أَنَا بَرِيءٌ مِمَّنْ بَرِئَ مِنْهُ رَسُولُ اللَّهِ صلى الله عليه وسلم، إِنَّ رَسُولَ اللَّهِ صلى الله عليه وسلم بَرِئَ مِنَ الصَّالِقَةِ وَالْحَالِقَةِ وَالشَّاقَّةِ‏.‏
666.0,عَنْ عَائِشَةَ - رضي الله عنها - قَالَتْ: لَمَّا جَاءَ النَّبِيَّ - صلى الله عليه وسلم - قَتْلُ ابْنِ حَارِثةَ وَجَعْفَرٍ وَابْنِ رَوَاحَةَ جَلَسَ يُعْرَفُ فِيهِ الْحُزْنُ وَأَنَا أَنْظُرُ مِنْ صَائِرِ الْبَابِ -شَقِّ الْبَابِ- فَأَتَاهُ رَجُلٌ فَقَالَ: إِنَّ نِسَاءَ جَعْفَرٍ، وَذَكَرَ بُكَاءَهُنَّ، فَأَمَرَهُ أَنْ يَنْهَاهُنَّ، فَذَهَبَ ثمَّ أَتَاهُ الثانِيَةَ، فَأَخْبَرَهُ أنَّهُنَّ لَمْ يُطِعْنَهُ، فَقَالَ: «انْهَهُنَّ». فَأَتَاهُ الثالِثةَ قَالَ: وَاللَّهِ لَقَدْ غَلَبْنَنَا يَا رَسُولَ اللَّهِ، فَزَعَمَتْ أَنَّهُ قَالَ: «فَاحْثُ فِي أَفْوَاهِهِنَّ التُّرَابَ».,1299,بخاري,1299,Funerals (Al-Janaa'iz),"Narrated `Aisha: When the Prophet (ﷺ) got the news of the death of Ibn Haritha, Ja`far and Ibn Rawaha he sat down andlooked sad and I was looking at him through the chink of the door. A man came and told him aboutthe crying of the women of Ja`far. The Prophet (ﷺ) ordered him to forbid them. The man went and cameback saying that he had told them but they did not listen to him. The Prophet (p.b.u.h) said, ""Forbidthem."" So again he went and came back for the third time and said, ""O Allah's Messenger (ﷺ)! By Allah, theydid not listen to us at all."" (`Aisha added): Allah's Messenger (ﷺ) ordered him to go and put dust in theirmouths. I said, (to that man) ""May Allah stick your nose in the dust (i.e. humiliate you)! You couldneither (persuade the women to) fulfill the order of Allah's Messenger (ﷺ) nor did you relieve Allah's Messenger (ﷺ)from fatigue. """,كتاب الجنائز,حَدَّثَنَا مُحَمَّدُ بْنُ الْمُثَنَّى، حَدَّثَنَا عَبْدُ الْوَهَّابِ، قَالَ سَمِعْتُ يَحْيَى، قَالَ أَخْبَرَتْنِي عَمْرَةُ، قَالَتْ سَمِعْتُ عَائِشَةَ ـ رضى الله عنها ـ قَالَتْ لَمَّا جَاءَ النَّبِيَّ صلى الله عليه وسلم قَتْلُ ابْنِ حَارِثَةَ وَجَعْفَرٍ وَابْنِ رَوَاحَةَ جَلَسَ يُعْرَفُ فِيهِ الْحُزْنُ، وَأَنَا أَنْظُرُ مِنْ صَائِرِ الْبَابِ ـ شَقِّ الْبَابِ ـ فَأَتَاهُ رَجُلٌ، فَقَالَ إِنَّ نِسَاءَ جَعْفَرٍ، وَذَكَرَ بُكَاءَهُنَّ، فَأَمَرَهُ أَنْ يَنْهَاهُنَّ، فَذَهَبَ ثُمَّ أَتَاهُ الثَّانِيَةَ، لَمْ يُطِعْنَهُ فَقَالَ انْهَهُنَّ‏.‏ فَأَتَاهُ الثَّالِثَةَ قَالَ وَاللَّهِ غَلَبْنَنَا يَا رَسُولَ اللَّهِ فَزَعَمَتْ أَنَّهُ قَالَ ‏ ‏ فَاحْثُ فِي أَفْوَاهِهِنَّ التُّرَابَ ‏‏‏.‏ فَقُلْتُ أَرْغَمَ اللَّهُ أَنْفَكَ، لَمْ تَفْعَلْ مَا أَمَرَكَ رَسُولُ اللَّهِ صلى الله عليه وسلم وَلَمْ تَتْرُكْ رَسُولَ اللَّهِ صلى الله عليه وسلم مِنَ الْعَنَاءِ‏.‏
13.0,عَنْ أَنَسٍ - رضي الله عنه - عَنِ النَّبِيِّ - صلى الله عليه وسلم - قَالَ: «لا يُؤْمِنُ أَحَدُكُمْ حَتَّى يُحِبَّ لأَخِيهِ مَا يُحِبُّ لِنَفْسِهِ».,13,بخاري,,,,,
107.0,عَنْ أُمِّ سَلَمَةَ - رضي الله عنها - قَالَتْ: جَاءَتْ أُمُّ سُلَيْمٍ إِلَى رَسُولِ اللَّهِ - صلى الله عليه وسلم - فَقَالَتْ: يَا رَسُولَ اللَّهِ، إِنَّ اللَّهَ لا يَسْتَحْيِي مِنَ الْحَقِّ، فَهَلْ عَلَى الْمَرْأَةِ مِنْ غُسْلٍ إِذَا احْتَلَمَتْ؟ قَالَ النَّبِيُّ - صلى الله عليه وسلم -: «إِذَا رَأَتِ الْمَاءَ». فَغَطَّتْ أُمُّ سَلَمَةَ تَعْنِي وَجْهَهَا وَقَالَتْ: يَا رَسُولَ اللَّهِ، أَوَتَحْتَلِمُ الْمَرْأَةُ؟ قَالَ: «نَعَمْ تَرِبَتْ يَمِينُكِ، فَبِمَ يُشْبِهُهَا وَلَدُهَا».,130,بخاري,,,,,
667.0,عَنْ أَنَسِ بْنِ مَالِكٍ - رضي الله عنه - قال: مَاتَ ابْنٌ لأَبِي طَلْحَةَ - رضي الله عنه - وَأَبُو طَلْحَةَ خَارِجٌ، فَلَمَّا رَأَتِ امْرَأَتُهُ أَنَّهُ قَدْ مَاتَ هَيَّأَتْ شَيْئًا وَنَحَّتْهُ فِي جَانِبِ الْبَيْتِ، فَلَمَّا جَاءَ أَبُو طَلْحَةَ قَالَ: كَيْفَ الْغُلامُ؟ قَالَتْ: قَدْ هَدَأَتْ نَفْسُهُ، وَأَرْجُو أَنْ يَكُونَ قَدِ اسْتَرَاحَ، وَظَنَّ أَبُو طَلْحَةَ أَنَّهَا صَادِقَةٌ. قَالَ: فَبَاتَ. فَلَمَّا أَصْبَحَ اغْتَسَلَ، فَلَمَّا أَرَادَ أَنْ يَخْرُجَ أَعْلَمَتْهُ أَنَّهُ قَدْ مَاتَ، فَصَلَّى مَعَ النَّبِيِّ - صلى الله عليه وسلم - ثمَّ أَخْبَرَ النَّبِيَّ - صلى الله عليه وسلم - بِمَا كَانَ مِنْهُمَا، فَقَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «لَعَلَّ اللَّهَ أَنْ يُبَارِكَ لَكُمَا فِي لَيْلَتِكُمَا». قَالَ رَجُلٌ مِنَ الأَنْصَارِ: فَرَأَيْتُ لَهُمَا تِسْعَةَ أَوْلادٍ كُلُّهُمْ قَدْ قَرَأَ الْقُرْآنَ».,1301,بخاري,1301,Funerals (Al-Janaa'iz),"Narrated Anas bin Malik: One of the sons of Abu Talha became sick and died and Abu Talha at that time was not at home.When his wife saw that he was dead, she prepared him (washed and shrouded him) and placed himsomewhere in the house. When Abu Talha came, he asked, ""How is the boy?"" She said, ""The child isquiet and I hope he is in peace."" Abu Talha thought that she had spoken the truth. Abu Talha passedthe night and in the morning took a bath and when he intended to go out, she told him that his son haddied, Abu Talha offered the (morning) prayer with the Prophet (ﷺ) and informed the Prophet (ﷺ) of whathappened to them. Allah's Messenger (ﷺ) said, ""May Allah bless you concerning your night. (That is, mayAllah bless you with good offspring)."" Sufyan said, ""One of the Ansar said, 'They (i.e. Abu Talha andhis wife) had nine sons and all of them became reciters of the Qur'an (by heart).' """,كتاب الجنائز,حَدَّثَنَا بِشْرُ بْنُ الْحَكَمِ، حَدَّثَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، أَخْبَرَنَا إِسْحَاقُ بْنُ عَبْدِاللَّهِ بْنِ أَبِي طَلْحَةَ، أَنَّهُ سَمِعَ أَنَسَ بْنَ مَالِكٍ ـ رضى الله عنه ـ يَقُولُ اشْتَكَى ابْنٌ لأَبِي طَلْحَةَ ـ قَالَ ـ فَمَاتَ وَأَبُو طَلْحَةَ خَارِجٌ، فَلَمَّا رَأَتِ امْرَأَتُهُ أَنَّهُ قَدْ مَاتَ هَيَّأَتْ شَيْئًا وَنَحَّتْهُ فِي جَانِبِ الْبَيْتِ، فَلَمَّا جَاءَ أَبُو طَلْحَةَ قَالَ كَيْفَ الْغُلاَمُ قَالَتْ قَدْ هَدَأَتْ نَفْسُهُ، وَأَرْجُو أَنْ يَكُونَ قَدِ اسْتَرَاحَ‏.‏ وَظَنَّ أَبُو طَلْحَةَ أَنَّهَا صَادِقَةٌ، قَالَ فَبَاتَ، فَلَمَّا أَصْبَحَ اغْتَسَلَ، فَلَمَّا أَرَادَ أَنْ يَخْرُجَ، أَعْلَمَتْهُ أَنَّهُ قَدْ مَاتَ، فَصَلَّى مَعَ النَّبِيِّ صلى الله عليه وسلم ثُمَّ أَخْبَرَ النَّبِيَّ صلى الله عليه وسلم بِمَا كَانَ مِنْهُمَا، فَقَالَ رَسُولُ اللَّهِ صلى الله عليه وسلم ‏ ‏ لَعَلَّ اللَّهَ أَنْ يُبَارِكَ لَكُمَا فِي لَيْلَتِكُمَا ‏‏‏.‏ قَالَ سُفْيَانُ فَقَالَ رَجُلٌ مِنَ الأَنْصَارِ فَرَأَيْتُ لَهُمَا تِسْعَةَ أَوْلاَدٍ كُلُّهُمْ قَدْ قَرَأَ الْقُرْآنَ‏.‏
668.0,عَنْ أَنَسِ بْنِ مَالِكٍ - رضي الله عنه - قَالَ: دَخَلْنَا مَعَ رَسُولِ اللَّهِ - صلى الله عليه وسلم - عَلَى أَبِي سَيْفٍ الْقَيْنِ، وَكَانَ ظِئْرًا لإِبْرَاهِيمَ، فَأَخَذَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - إِبْرَاهِيمَ فَقَبَّلَهُ وَشَمَّهُ، ثمَّ دَخَلْنَا عَلَيْهِ بَعْدَ ذَلِكَ وَإِبْرَاهِيمُ يَجُودُ بِنَفْسِهِ، فَجَعَلَتْ عَيْنَا رَسُولِ اللَّهِ - صلى الله عليه وسلم - تَذْرِفَانِ، فَقَالَ لَهُ عَبْدُ الرَّحْمَنِ بْنُ عَوْفٍ - رضي الله عنه -: وَأَنْتَ يَا رَسُولَ اللَّهِ؟ فَقَالَ: «يَا ابْنَ عَوْفٍ إِنَّهَا رَحْمَةٌ». ثمَّ أَتْبَعَهَا بِأُخْرَى فَقَالَ - صلى الله عليه وسلم -: «إِنَّ الْعَيْنَ تَدْمَعُ وَالْقَلْبَ يَحْزَنُ وَلا نَقُولُ إِلَّا مَا يَرْضَى رَبُّنَا، وَإِنَّا بِفِرَاقِكَ يَا إِبْرَاهِيمُ لَمَحْزُونُونَ».,1303,بخاري,1303,Funerals (Al-Janaa'iz),"Narrated Anas bin Malik: We went with Allah's Messenger (ﷺ) (p.b.u.h) to the blacksmith Abu Saif, and he was the husband of thewet-nurse of Ibrahim (the son of the Prophet). Allah's Messenger (ﷺ) took Ibrahim and kissed him andsmelled him and later we entered Abu Saif's house and at that time Ibrahim was in his last breaths, andthe eyes of Allah's Messenger (ﷺ) (p.b.u.h) started shedding tears. `Abdur Rahman bin `Auf said, ""O Allah'sApostle, even you are weeping!"" He said, ""O Ibn `Auf, this is mercy."" Then he wept more and said,""The eyes are shedding tears and the heart is grieved, and we will not say except what pleases ourLord, O Ibrahim ! Indeed we are grieved by your separation.""",كتاب الجنائز,"حَدَّثَنَا الْحَسَنُ بْنُ عَبْدِ الْعَزِيزِ، حَدَّثَنَا يَحْيَى بْنُ حَسَّانَ، حَدَّثَنَا قُرَيْشٌ ـ هُوَ ابْنُ حَيَّانَ ـ عَنْ ثَابِتٍ، عَنْ أَنَسِ بْنِ مَالِكٍ ـ رضى الله عنه ـ قَالَ دَخَلْنَا مَعَ رَسُولِ اللَّهِ صلى الله عليه وسلم عَلَى أَبِي سَيْفٍ الْقَيْنِ ـ وَكَانَ ظِئْرًا لإِبْرَاهِيمَ ـ عَلَيْهِ السَّلاَمُ ـ فَأَخَذَ رَسُولُ اللَّهِ صلى الله عليه وسلم إِبْرَاهِيمَ فَقَبَّلَهُ وَشَمَّهُ، ثُمَّ دَخَلْنَا عَلَيْهِ بَعْدَ ذَلِكَ، وَإِبْرَاهِيمُ يَجُودُ بِنَفْسِهِ، فَجَعَلَتْ عَيْنَا رَسُولِ اللَّهِ صلى الله عليه وسلم تَذْرِفَانِ‏.‏ فَقَالَ لَهُ عَبْدُ الرَّحْمَنِ بْنُ عَوْفٍ ـ رضى الله عنه ـ وَأَنْتَ يَا رَسُولَ اللَّهِ فَقَالَ ‏""‏ يَا ابْنَ عَوْفٍ إِنَّهَا رَحْمَةٌ ‏""‏‏.‏ ثُمَّ أَتْبَعَهَا بِأُخْرَى فَقَالَ صلى الله عليه وسلم ‏""‏ إِنَّ الْعَيْنَ تَدْمَعُ، وَالْقَلْبَ يَحْزَنُ، وَلاَ نَقُولُ إِلاَّ مَا يَرْضَى رَبُّنَا، وَإِنَّا بِفِرَاقِكَ يَا إِبْرَاهِيمُ لَمَحْزُونُونَ ‏""‏‏.‏"
669.0,عَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ - رضي الله عنهما - قَالَ: اشْتَكَى سَعْدُ بْنُ عُبَادَةَ شَكْوَى لَهُ، فَأَتَاهُ النَّبِيُّ - صلى الله عليه وسلم - يَعُودُهُ مَعَ عَبْدِ الرَّحْمَنِ بْنِ عَوْفٍ وَسَعْدِ بْنِ أَبِي وَقَّاصٍ وَعَبْدِ اللَّهِ بْنِ مَسْعُودٍ - رضي الله عنهم -، فَلَمَّا دَخَلَ عَلَيْهِ فَوَجَدَهُ فِي غَاشِيَةِ أَهْلِهِ فَقَالَ: «قَدْ قَضَى»؟ قَالُوا: لا يَا رَسُولَ اللَّهِ، فَبَكَى النَّبِيُّ - صلى الله عليه وسلم -، فَلَمَّا رَأَى الْقَوْمُ بُكَاءَ النَّبِيِّ - صلى الله عليه وسلم -  بَكَوْا، فَقَالَ: «أَلا تَسْمَعُونَ، إِنَّ اللَّهَ لا يُعَذِّبُ بِدَمْعِ الْعَيْنِ وَلا بِحُزْنِ الْقَلْبِ، وَلَكِنْ يُعَذِّبُ بِهَذَا -وَأَشَارَ إِلَى لِسَانِهِ- أَوْ يَرْحَمُ، وَإِنَّ الْمَيِّتَ يُعَذَّبُ بِبُكَاءِ أَهْلِهِ عَلَيْهِ».,1304,بخاري,1304,Funerals (Al-Janaa'iz),"Narrated `Abdullah bin `Umar: Sa`d bin 'Ubada became sick and the Prophet (ﷺ) along with `Abdur Rahman bin `Auf, Sa`d bin AbiWaqqas and `Abdullah bin Mas`ud visited him to inquire about his health. When he came to him, hefound him surrounded by his household and he asked, ""Has he died?"" They said, ""No, O Allah'sApostle."" The Prophet (ﷺ) wept and when the people saw the weeping of Allah's Messenger (ﷺ) (p.b.u.h) they allwept. He said, ""Will you listen? Allah does not punish for shedding tears, nor for the grief of the heartbut he punishes or bestows His Mercy because of this."" He pointed to his tongue and added, ""Thedeceased is punished for the wailing of his relatives over him."" `Umar used to beat with a stick andthrow stones and put dust over the faces (of those who used to wail over the dead).",كتاب الجنائز,"حَدَّثَنَا أَصْبَغُ، عَنِ ابْنِ وَهْبٍ، قَالَ أَخْبَرَنِي عَمْرٌو، عَنْ سَعِيدِ بْنِ الْحَارِثِ الأَنْصَارِيِّ، عَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ ـ رضى الله عنهما ـ قَالَ اشْتَكَى سَعْدُ بْنُ عُبَادَةَ شَكْوَى لَهُ فَأَتَاهُ النَّبِيُّ صلى الله عليه وسلم يَعُودُهُ مَعَ عَبْدِ الرَّحْمَنِ بْنِ عَوْفٍ وَسَعْدِ بْنِ أَبِي وَقَّاصٍ وَعَبْدِ اللَّهِ بْنِ مَسْعُودٍ ـ رضى الله عنهم ـ فَلَمَّا دَخَلَ عَلَيْهِ فَوَجَدَهُ فِي غَاشِيَةِ أَهْلِهِ فَقَالَ ‏""‏ قَدْ قَضَى ‏""‏‏.‏ قَالُوا لاَ يَا رَسُولَ اللَّهِ‏.‏ فَبَكَى النَّبِيُّ صلى الله عليه وسلم فَلَمَّا رَأَى الْقَوْمُ بُكَاءَ النَّبِيِّ صلى الله عليه وسلم بَكَوْا فَقَالَ ‏""‏ أَلاَ تَسْمَعُونَ إِنَّ اللَّهَ لاَ يُعَذِّبُ بِدَمْعِ الْعَيْنِ، وَلاَ بِحُزْنِ الْقَلْبِ، وَلَكِنْ يُعَذِّبُ بِهَذَا ـ وَأَشَارَ إِلَى لِسَانِهِ ـ أَوْ يَرْحَمُ وَإِنَّ الْمَيِّتَ يُعَذَّبُ بِبُكَاءِ أَهْلِهِ عَلَيْهِ ‏""‏‏.‏ وَكَانَ عُمَرُ ـ رضى الله عنه ـ يَضْرِبُ فِيهِ بِالْعَصَا، وَيَرْمِي بِالْحِجَارَةِ وَيَحْثِي بِالتُّرَابِ‏.‏"
